Type,Value
Data Source,Cold_11LTAN_Nominal_500 : TMD : THERMAL_REVAMP1_COLD_11L
Element,69607
,
,
Time[s],Temperature
724.0,-24.333309334831224
725.0,-24.33920001057689
726.0,-24.345044259914975
727.0,-24.35084075756057
728.0,-24.356589167705916
729.0,-24.362289237958787
730.0,-24.367940750147994
731.0,-24.3735429266456
732.0,-24.3790941786081
733.0,-24.384594293380328
734.0,-24.39004315059888
735.0,-24.3954406546811
736.0,-24.400785403573593
737.0,-24.406074132915997
738.0,-24.411306673722965
739.0,-24.41648302690661
740.0,-24.42160320974616
741.0,-24.4266656778717
742.0,-24.43166667001979
743.0,-24.436606130622707
744.0,-24.441484199120207
745.0,-24.446301024025708
746.0,-24.451057499828565
747.0,-24.4557555453253
748.0,-24.460395313541028
749.0,-24.46497687465875
750.0,-24.46950030363031
751.0,-24.47396645638726
752.0,-24.478377282733
753.0,-24.482732865708783
754.0,-24.487033195430982
755.0,-24.491278263272292
756.0,-24.495465290318826
757.0,-24.49958744677869
758.0,-24.503644483924734
759.0,-24.507636497620958
760.0,-24.51156358806889
761.0,-24.51542371151897
762.0,-24.51921164625558
763.0,-24.522927295925136
764.0,-24.52657084359837
765.0,-24.53014248455368
766.0,-24.533625880255922
767.0,-24.536979952790375
768.0,-24.54020327294637
769.0,-24.54329653204296
770.0,-24.546260432553645
771.0,-24.549061414295007
772.0,-24.55161400613608
773.0,-24.553915145886137
774.0,-24.555966221838425
775.0,-24.557768632341183
776.0,-24.55939003879565
777.0,-24.560999520247833
778.0,-24.562606077879583
779.0,-24.564209987623197
780.0,-24.565811525219953
781.0,-24.56740455436268
782.0,-24.568973012256578
783.0,-24.57051639693005
784.0,-24.572035070307066
785.0,-24.573529402319124
786.0,-24.57498460352947
787.0,-24.57636213627025
788.0,-24.57766043080468
789.0,-24.5788799925242
790.0,-24.580021341199878
791.0,-24.581086703961798
792.0,-24.58208099524886
793.0,-24.58300499165191
794.0,-24.58385924673351
795.0,-24.58464432228114
796.0,-24.58536074727483
797.0,-24.586009028420758
798.0,-24.586589814138446
799.0,-24.58710376368369
800.0,-24.58755153949927
801.0,-24.587934711692174
802.0,-24.588256333164612
803.0,-24.588517239169885
804.0,-24.58871813165719
805.0,-24.58885970448462
806.0,-24.588940578898622
807.0,-24.58895596941482
808.0,-24.58890617885445
809.0,-24.588791792683335
810.0,-24.588613379095793
811.0,-24.588368470538875
812.0,-24.588049638287515
813.0,-24.587657007848946
